Identifier,Name,Symbol,Region,Country,Sector,Market Cap $US,Cap Tier,Current Price
S3181,THAI BEVERAGE PLC THB1,,Asia Pacific ex Japan,Thailand,Consumer Staples,"11,000,000,000.00",Large,30.45
S3182,THALES EUR3,,Western Europe,France,Industrials,"16,900,000,000.00",Large,50.26
S3183,THE A2 MILK CO LTD NPV,,Asia Pacific ex Japan,New Zealand,Consumer Staples,"7,700,000,000.00",Large,93.26
S3184,THE ISRAEL CORP ILS1,,"Central and Eastern Europe, Middle East and Africa",Israel,Materials,"969,300,000.00",Small,81.41
S3185,THE STAR ENTERTAIN NPV,,Asia Pacific ex Japan,Australia,Consumer Discretionary,"2,400,000,000.00",Mid,27.48
S3186,THINKING ELECTRONI TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"467,800,000.00",Small,50.49
S3187,THK CO LTD NPV,,Japan,Japan,Industrials,"3,400,000,000.00",Mid,35.65
S3188,THOMSON MEDICAL GR NPV,,Asia Pacific ex Japan,Singapore,Health Care,"938,000,000.00",Small,94.34
S3189,THOMSON REUTERS CORP. COM NEW,,Canada,Canada,Industrials,"40,700,000,000.00",Large,22.76
S3190,THULE GROUP AB NPV,,Western Europe,Sweden,Consumer Discretionary,"3,500,000,000.00",Mid,29.11
S3191,THYSSENKRUPP AG NPV,,Western Europe,Germany,Materials,"3,300,000,000.00",Mid,93.33
S3192,TI FLUID SYSTEMS ORD GBP0.01,TIFS:XLON,Western Europe,United Kingdom,Consumer Discretionary,"1,200,000,000.00",Mid,80.07
S3193,TIETOEVRY OYJ NPV,,Western Europe,Finland,Information Technology,"3,300,000,000.00",Mid,103.82
S3194,TIGER BRANDS ZAR0.10,,"Central and Eastern Europe, Middle East and Africa",South Africa,Consumer Staples,"2,300,000,000.00",Mid,86.33
S3195,TILRAY INC COM CL 2,,Canada,Canada,Health Care,"768,200,000.00",Small,106.21
S3196,TIMAH IDR50,PTTMF,Asia Pacific ex Japan,Indonesia,Materials,"372,400,000.00",Small,37.8
S3197,TIMBERCREEK FINL CORP COM,TBCRF,Canada,Canada,Financials,"501,800,000.00",Small,57.61
S3198,TIS INC. NPV,,Japan,Japan,Information Technology,"5,700,000,000.00",Large,17.75
S3199,TKC CORPORATION NPV,9746:XTKS,Japan,Japan,Information Technology,"1,700,000,000.00",Mid,103.77
S3200,TKH GROUP NV CVA EUR0.25,TWEKA:XAMS,Western Europe,Netherlands,Industrials,"1,600,000,000.00",Mid,11.25
S3201,TMX GROUP LTD COM,TMXXF,Canada,Canada,Financials,"5,800,000,000.00",Large,92.66
S3202,TOAGOSEI CO LTD NPV,,Japan,Japan,Materials,"1,400,000,000.00",Mid,63.57
S3203,TOBII AB NPV,TBIIF,Western Europe,Sweden,Information Technology,"724,900,000.00",Small,44.09
S3204,TOBU RAILWAY CO NPV,,Japan,Japan,Industrials,"6,400,000,000.00",Large,32.75
S3205,TOC CO LTD NPV,8841:XTKS,Japan,Japan,Real Estate,"666,900,000.00",Small,32.5
S3206,TOD'S SPA EUR2,,Western Europe,Italy,Consumer Discretionary,"933,000,000.00",Small,35.18
S3207,TODA CORP NPV,,Japan,Japan,Industrials,"2,200,000,000.00",Mid,14.27
S3208,TOEI ANIMATION NPV,,Japan,Japan,Communication Services,"2,800,000,000.00",Mid,89.2
S3209,TOEI CO LTD NPV,9605:XTKS,Japan,Japan,Communication Services,"2,400,000,000.00",Mid,55.14
S3210,TOENEC CORP NPV,1946:XTKS,Japan,Japan,Industrials,"646,100,000.00",Small,56.86
S3211,TOHO BANK NPV,8346:XTKS,Japan,Japan,Financials,"557,100,000.00",Small,52.48
S3212,TOHO CO LTD NPV,,Japan,Japan,Communication Services,"7,800,000,000.00",Large,42.06
S3213,TOHO GAS CO NPV,,Japan,Japan,Utilities,"5,200,000,000.00",Large,82.18
S3214,TOHO HOLDINGS CO NPV,8129:XTKS,Japan,Japan,Health Care,"1,700,000,000.00",Mid,82.88
S3215,TOHO TITANIUM CO NPV,,Japan,Japan,Materials,"464,300,000.00",Small,46.54
S3216,TOHOKU ELEC POWER NPV,,Japan,Japan,Utilities,"4,700,000,000.00",Large,72.82
S3217,TOKAI CARBON CO NPV,,Japan,Japan,Materials,"2,600,000,000.00",Mid,92.53
S3218,TOKAI CORP(GIFU) NPV,,Japan,Japan,Health Care,"724,200,000.00",Small,89.28
S3219,TOKAI HLDGS CORP NPV,3167:XTKS,Japan,Japan,Industrials,"1,400,000,000.00",Mid,26.28
S3220,TOKAI RIKA CO NPV,,Japan,Japan,Consumer Discretionary,"1,400,000,000.00",Mid,60.74
S3221,TOKAI TOKYO F HLDG NPV,,Japan,Japan,Financials,"688,400,000.00",Small,9.78
S3222,TOKEN CORPORATION NPV,1766:XTKS,Japan,Japan,Consumer Discretionary,"1,000,000,000.00",Mid,68.64
S3223,TOKIO MARINE HLDG NPV,,Japan,Japan,Financials,"31,700,000,000.00",Large,15.83
S3224,TOKMANNI GROUP OYJ NPV,TOKMAN:XHEL,Western Europe,Finland,Consumer Discretionary,"1,100,000,000.00",Mid,55.06
S3225,TOKUSHU TOKAI PAPE NPV,3708:XTKS,Japan,Japan,Materials,"666,000,000.00",Small,106.07
S3226,TOKUYAMA CORP NPV,,Japan,Japan,Materials,"1,700,000,000.00",Mid,50.91
S3227,TOKYO CENTURY CORP NPV,,Japan,Japan,Financials,"6,800,000,000.00",Large,87.78
S3228,TOKYO ELEC POWER H NPV,,Japan,Japan,Utilities,"4,400,000,000.00",Large,16.05
S3229,TOKYO ELECTRON NPV,,Japan,Japan,Information Technology,"42,300,000,000.00",Large,93.6
S3230,TOKYO GAS CO NPV,,Japan,Japan,Utilities,"10,000,000,000.00",Large,65.48
S3231,TOKYO OHKA KOGYO NPV,,Japan,Japan,Materials,"2,500,000,000.00",Mid,74.36
S3232,TOKYO SEIMITSU CO NPV,7729:XTKS,Japan,Japan,Information Technology,"1,400,000,000.00",Mid,83.65
S3233,TOKYO STEEL MFG NPV,,Japan,Japan,Materials,"1,100,000,000.00",Mid,107.03
S3234,TOKYOTOKEIBA CO NPV,9672:XTKS,Japan,Japan,Consumer Discretionary,"1,500,000,000.00",Mid,94.89
S3235,TOKYU CONST(NEW) NPV,,Japan,Japan,Industrials,"480,200,000.00",Small,62.54
S3236,TOKYU CORP NPV,,Japan,Japan,Industrials,"8,000,000,000.00",Large,39.17
S3237,TOKYU FUDOSAN HLDG NPV,,Japan,Japan,Real Estate,"3,300,000,000.00",Mid,90.86
S3238,TOKYU REIT INC REIT,,Japan,Japan,Real Estate,"1,400,000,000.00",Mid,48.26
S3239,TOMONY HOLDINGS IN NPV,8600:XTKS,Japan,Japan,Financials,"517,800,000.00",Small,33.07
S3240,TOMRA SYSTEMS ASA NOK1,,Western Europe,Norway,Industrials,"6,600,000,000.00",Large,70.61
S3241,TOMY COMPANY LTD NPV,,Japan,Japan,Consumer Discretionary,"899,000,000.00",Small,95.92
S3242,TON YI INDL CORP TWD10,,Asia Pacific ex Japan,Taiwan,Materials,"571,100,000.00",Small,63.95
S3243,TONG HSING ELECTRO TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"1,100,000,000.00",Mid,76.55
S3244,TONG YANG INDUSTRY TWD10,,Asia Pacific ex Japan,Taiwan,Consumer Discretionary,"764,700,000.00",Small,87.77
S3245,TONGDA GROUP HLDGS HKD0.01,TDGFF,Asia Pacific ex Japan,Hong Kong,Information Technology,"384,600,000.00",Small,45.77
S3246,TOP GLOVE CORP BHD MYR0.50,,Asia Pacific ex Japan,Malaysia,Health Care,"17,400,000,000.00",Large,99.75
S3247,TOPCON CORPORATION NPV,,Japan,Japan,Information Technology,"1,100,000,000.00",Mid,24.22
S3248,TOPDANMARK AS DKK1,,Western Europe,Denmark,Financials,"4,400,000,000.00",Large,36.29
S3249,TOPPAN FORMS NPV,7862:XTKS,Japan,Japan,Industrials,"1,100,000,000.00",Mid,71.64
S3250,TOPPAN PRINTING CO NPV,,Japan,Japan,Industrials,"4,700,000,000.00",Large,60.82
S3251,TOPRE CORPORATION NPV,,Japan,Japan,Consumer Discretionary,"601,600,000.00",Small,50.37
S3252,TORAY INDS INC NPV,,Japan,Japan,Materials,"7,600,000,000.00",Large,74.41
S3253,TOREX GOLD RES INC COM NEW,TORXF,Canada,Canada,Materials,"1,400,000,000.00",Mid,68.34
S3254,TORIDOLL HLDGS COR NPV,3397:XTKS,Japan,Japan,Consumer Discretionary,"1,200,000,000.00",Mid,105.56
S3255,TORII PHARM CO LTD NPV,,Japan,Japan,Health Care,"844,100,000.00",Small,75.35
S3256,TORM PLC SER'A'USD0.01,TRMD,Western Europe,Denmark,Energy,"531,700,000.00",Small,57.8
S3257,TOROMONT INDS LTD COM,TMTNF,Canada,Canada,Industrials,"5,200,000,000.00",Large,99.42
S3258,TORONTO DOMINION BK ONT COM NEW,,Canada,Canada,Financials,"84,600,000,000.00",Large,23.43
S3259,TOSEI CORPORATION NPV,,Japan,Japan,Real Estate,"497,900,000.00",Small,85.48
S3260,TOSHIBA CORP NPV,,Japan,Japan,Industrials,"12,200,000,000.00",Large,17.78
S3261,TOSHIBA TEC CORP NPV,,Japan,Japan,Information Technology,"2,400,000,000.00",Mid,59.12
S3262,TOSHO CO LTD NPV,8920:XTKS,Japan,Japan,Consumer Discretionary,"479,600,000.00",Small,20.28
S3263,TOSOH CORP NPV,,Japan,Japan,Materials,"5,300,000,000.00",Large,76.1
S3264,TOTAL SE EUR2.5,,Western Europe,France,Energy,"93,400,000,000.00",Large,53.6
S3265,TOTETSU KOGYO CO NPV,1835:XTKS,Japan,Japan,Industrials,"974,900,000.00",Small,54.78
S3266,TOTO LTD NPV,,Japan,Japan,Industrials,"8,200,000,000.00",Large,89.82
S3267,TOURMALINE OIL CORP COM,TRMLF,Canada,Canada,Energy,"3,400,000,000.00",Mid,21.39
S3268,TOWA PHARM CO LTD NPV,,Japan,Japan,Health Care,"989,300,000.00",Small,47.44
S3269,TOWER BERSAMA TBK IDR20,,Asia Pacific ex Japan,Indonesia,Communication Services,"2,100,000,000.00",Mid,57.08
S3270,TOWER SEMICONDUCTO ORD ILS1,,"Central and Eastern Europe, Middle East and Africa",Israel,Information Technology,"2,000,000,000.00",Mid,17.99
S3271,TOWNGAS CHINA CO HKD0.10,,Asia Pacific ex Japan,Hong Kong,Utilities,"1,300,000,000.00",Mid,50.11
S3272,TOYO CONSTRUCTION NPV,,Japan,Japan,Industrials,"381,600,000.00",Small,72.16
S3273,TOYO INK SC HLDGS NPV,4634:XTKS,Japan,Japan,Materials,"1,200,000,000.00",Mid,98.14
S3274,TOYO SEIKAN GROUP NPV,,Japan,Japan,Materials,"1,900,000,000.00",Mid,37.28
S3275,TOYO SUISAN KAISHA NPV,,Japan,Japan,Consumer Staples,"5,700,000,000.00",Large,64.83
S3276,TOYO TANSO CO LTD NPV,,Japan,Japan,Industrials,"360,400,000.00",Small,57.22
S3277,TOYO TIRE CORPORAT NPV,,Japan,Japan,Consumer Discretionary,"2,500,000,000.00",Mid,33.07
S3278,TOYODA GOSEI NPV,,Japan,Japan,Consumer Discretionary,"3,100,000,000.00",Mid,61.64
S3279,TOYOTA BOSHOKU CP NPV,,Japan,Japan,Consumer Discretionary,"2,700,000,000.00",Mid,9.01
S3280,TOYOTA INDUSTRIES NPV,,Japan,Japan,Consumer Discretionary,"21,000,000,000.00",Large,96.56
S3281,TOYOTA MOTOR CORP NPV,,Japan,Japan,Consumer Discretionary,"215,300,000,000.00",Large,78.76
S3282,TOYOTA TSUSHO CORP NPV,,Japan,Japan,Industrials,"10,300,000,000.00",Large,30.41
S3283,TP ICAP PLC ORD GBP0.25,,Western Europe,United Kingdom,Financials,"1,700,000,000.00",Mid,70.83
S3284,TPG TELECOM LTD. NPV,TPG:XASX,Asia Pacific ex Japan,Australia,Communication Services,"10,000,000,000.00",Large,34.07
S3285,TPK HOLDING CO LTD TWD10,TPKCF,Asia Pacific ex Japan,Taiwan,Information Technology,"708,400,000.00",Small,56.19
S3286,TPR CO LTD NPV,6463:XTKS,Japan,Japan,Consumer Discretionary,"452,900,000.00",Small,35.92
S3287,TRAINLINE PLC ORD GBP0.01,,Western Europe,United Kingdom,Consumer Discretionary,"2,300,000,000.00",Mid,10.89
S3288,TRANCOM CO LTD NPV,,Japan,Japan,Industrials,"763,500,000.00",Small,87.63
S3289,TRANSALTA CORP COM,,Canada,Canada,Utilities,"1,800,000,000.00",Mid,64.06
S3290,TRANSALTA RENEWABLES INC COM,TRSWF,Canada,Canada,Utilities,"3,600,000,000.00",Large,45.2
S3291,TRANSCEND INFORMAT TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"929,600,000.00",Small,55.79
S3292,TRANSCONTINENTAL INC CL A SUB VTG,TCLAF,Canada,Canada,Industrials,"1,100,000,000.00",Mid,22.82
S3293,TRANSCOSMOS INC NPV,,Japan,Japan,Information Technology,"1,300,000,000.00",Mid,47.19
S3294,TRAVIS PERKINS ORD GBP0.10,,Western Europe,United Kingdom,Industrials,"4,000,000,000.00",Large,89.39
S3295,TREASURY WINE ESTA NPV,,Asia Pacific ex Japan,Australia,Consumer Staples,"4,800,000,000.00",Large,78.35
S3296,TRELLEBORG AB SER'B'NPV,TBABF,Western Europe,Sweden,Industrials,"4,700,000,000.00",Large,15.02
S3297,TREND MICRO INC NPV,,Japan,Japan,Information Technology,"8,400,000,000.00",Large,65.08
S3298,TRICON RESIDENTIAL INC COM NPV,TCNGF,Canada,Canada,Real Estate,"1,700,000,000.00",Mid,33.58
S3299,TRIGANO EUR4.25678,,Western Europe,France,Consumer Discretionary,"2,900,000,000.00",Mid,38.57
S3300,TRILLIUM THERAPEUTICS INC COM NEW,,Canada,Canada,Health Care,"1,500,000,000.00",Mid,82.53
S3301,TRIPLE POINT SOCIA ORD GBP0.01,SOHO:XLON,Western Europe,United Kingdom,Real Estate,"574,200,000.00",Small,107.02
S3302,TRIPOD TECHNOLOGY TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"2,100,000,000.00",Mid,57.14
S3303,TRISURA GROUP LTD COM NEW,TRRSF,Canada,Canada,Financials,"678,100,000.00",Small,79.35
S3304,TRITAX BIG BOX REI ORD GBP0.01,,Western Europe,United Kingdom,Real Estate,"3,600,000,000.00",Large,58.09
S3305,TROAX GROUP AB NPV,,Western Europe,Sweden,Industrials,"1,200,000,000.00",Mid,51.71
S3306,TRUE NORTH COML REAL ESTATE TR UNIT NEW,TUERF,Canada,Canada,Real Estate,"372,300,000.00",Small,30.85
S3307,TRULY INTL HLDGS HKD0.02,,Asia Pacific ex Japan,Hong Kong,Information Technology,"411,700,000.00",Small,45.9
S3308,TRUSCO NAKAYAMA NPV,9830:XTKS,Japan,Japan,Industrials,"1,600,000,000.00",Mid,85.36
S3309,TRUSTPOWER LTD NPV,,Asia Pacific ex Japan,New Zealand,Utilities,"1,600,000,000.00",Mid,89.78
S3310,TRUWORTHS INTERNAT ZAR0.00015,TRWKF,"Central and Eastern Europe, Middle East and Africa",South Africa,Consumer Discretionary,"838,100,000.00",Small,31.07
S3311,TS TECH CO.LTD. NPV,7313:XTKS,Japan,Japan,Consumer Discretionary,"1,900,000,000.00",Mid,39.46
S3312,TSRC CORPORATION TWD10,,Asia Pacific ex Japan,Taiwan,Materials,"603,000,000.00",Small,28.35
S3313,TSUBAKIMOTO CHAIN NPV,6371:XTKS,Japan,Japan,Industrials,"880,100,000.00",Small,42.72
S3314,TSUGAMI CORP NPV,,Japan,Japan,Industrials,"675,000,000.00",Small,60.92
S3315,TSUKISHIMA KIKAI NPV,6332:XTKS,Japan,Japan,Industrials,"556,000,000.00",Small,82.46
S3316,TSUMURA & CO NPV,,Japan,Japan,Health Care,"2,400,000,000.00",Mid,46.66
S3317,TSURUHA HOLDINGS I NPV,,Japan,Japan,Consumer Staples,"7,000,000,000.00",Large,27.46
S3318,TSURUMI MANUFA NPV,,Japan,Japan,Industrials,"473,400,000.00",Small,91.02
S3319,TTY BIOPHARM COMPA TWD10,,Asia Pacific ex Japan,Taiwan,Health Care,"584,800,000.00",Small,57.83
S3320,TUI AG ORD REG SHS NPV (DI),,Western Europe,Germany,Consumer Discretionary,"2,400,000,000.00",Mid,79.02
S3321,TUNG HO STEEL ENT TWD10,,Asia Pacific ex Japan,Taiwan,Materials,"1,000,000,000.00",Mid,81.06
S3322,TURQUOISE HILL RES LTD COM,,Canada,Canada,Materials,"1,600,000,000.00",Mid,28.54
S3323,TV ASAHI HOLDINGS NPV,,Japan,Japan,Communication Services,"1,700,000,000.00",Mid,73.06
S3324,TV TOKYO HLDG CORP NPV,,Japan,Japan,Communication Services,"648,100,000.00",Small,92.41
S3325,TW COOPERATIVE FIN TWD10,,Asia Pacific ex Japan,Taiwan,Financials,"9,200,000,000.00",Large,18.9
S3326,TX GROUP CHF10 (REGD),,Western Europe,Switzerland,Communication Services,"786,000,000.00",Small,35.79
S3327,TXC CORPN TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"793,400,000.00",Small,41
S3328,TYMAN PLC ORD GBP0.05,,Western Europe,United Kingdom,Industrials,"736,300,000.00",Small,46.97
S3329,U-BLOX HOLDING AG CHF14.8 (REGD),UBLXF,Western Europe,Switzerland,Information Technology,"451,000,000.00",Small,27.66
S3330,U-MING MARINE TWD10,,Asia Pacific ex Japan,Taiwan,Industrials,"915,400,000.00",Small,97.98
S3331,UACJ CORP NPV,,Japan,Japan,Materials,"779,300,000.00",Small,86.3
S3332,UBE INDUSTRIES NPV,,Japan,Japan,Materials,"1,800,000,000.00",Mid,69.94
S3333,UBISOFT ENTERTAIN NPV,,Western Europe,France,Communication Services,"11,900,000,000.00",Large,19.89
S3334,UBS GROUP AG CHF0.10 (REGD),,Western Europe,Switzerland,Financials,"45,000,000,000.00",Large,35.64
S3335,UCB NPV,,Western Europe,Belgium,Health Care,"22,500,000,000.00",Large,19.78
S3336,UEM SUNRISE BHD MYR0.5,UEMLF,Asia Pacific ex Japan,Malaysia,Real Estate,"427,600,000.00",Small,83.41
S3337,UK COMMERCIAL PROP ORD GBP0.25,UKCM:XLON,Western Europe,United Kingdom,Real Estate,"1,200,000,000.00",Mid,45.63
S3338,ULTRA ELECTRONIC ORD GBP0.05,,Western Europe,United Kingdom,Industrials,"2,000,000,000.00",Mid,60.31
S3339,ULVAC INC NPV,,Japan,Japan,Information Technology,"1,900,000,000.00",Mid,67.75
S3340,UMICORE NPV,,Western Europe,Belgium,Materials,"11,000,000,000.00",Large,58.19
S3341,UMS HLDGS LTD NPV,,Asia Pacific ex Japan,Singapore,Information Technology,"400,400,000.00",Small,11.28
S3342,UMW HLDGS BERHAD NPV,,Asia Pacific ex Japan,Malaysia,Consumer Discretionary,"674,800,000.00",Small,58.44
S3343,UNI-PRESIDENT ENT TWD10,,Asia Pacific ex Japan,Taiwan,Consumer Staples,"12,500,000,000.00",Large,49.78
S3344,UNICAJA BANCO EUR1,UNJCF,Western Europe,Spain,Financials,"1,300,000,000.00",Mid,30.64
S3345,UNICHARM CORP NPV,,Japan,Japan,Consumer Staples,"28,200,000,000.00",Large,55.74
S3346,UNICREDIT SPA NPV,,Western Europe,Italy,Financials,"19,600,000,000.00",Large,10.62
S3347,UNILEVER INDONESIA IDR2,,Asia Pacific ex Japan,Indonesia,Consumer Staples,"20,900,000,000.00",Large,84.58
S3348,UNILEVER NV EUR0.16,,Western Europe,Netherlands,Consumer Staples,"164,900,000,000.00",Large,23.09
S3349,UNILEVER PLC ORD GBP0.031111,,Western Europe,United Kingdom,Consumer Staples,"164,900,000,000.00",Large,107
S3350,UNIMICRON TECHNOLO TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"4,500,000,000.00",Large,55.25
S3351,UNION BK OF TAIWAN TWD10,,Asia Pacific ex Japan,Taiwan,Financials,"1,500,000,000.00",Mid,34.25
S3352,UNION MEDICAL HEAL HKD0.00001,,Asia Pacific ex Japan,Hong Kong,Consumer Discretionary,"616,200,000.00",Small,93.9
S3353,UNION TOOL CO NPV,6278:XTKS,Japan,Japan,Industrials,"594,700,000.00",Small,21.24
S3354,UNIPER SE NPV,UNPRF,Western Europe,Germany,Utilities,"12,100,000,000.00",Large,28.59
S3355,UNIPOL GRUPPO SPA NPV,,Western Europe,Italy,Financials,"3,100,000,000.00",Mid,24.61
S3356,UNIPOLSAI SPA NPV,,Western Europe,Italy,Financials,"7,400,000,000.00",Large,71.91
S3357,UNIPRES CORP NPV,,Japan,Japan,Consumer Discretionary,"395,800,000.00",Small,41.4
S3358,UNIQA INSURANCE GR NPV,,Western Europe,Austria,Financials,"1,900,000,000.00",Mid,70.51
S3359,UNITE GROUP ORD GBP0.25,,Western Europe,United Kingdom,Real Estate,"4,500,000,000.00",Large,71.62
S3360,UNITED ARROWS LTD NPV,7606:XTKS,Japan,Japan,Consumer Discretionary,"427,100,000.00",Small,63.53
S3361,UNITED INTERNET AG NPV(REGD),UDIRF,Western Europe,Germany,Communication Services,"7,700,000,000.00",Large,60.2
S3362,UNITED MALT GROUP NPV,,Asia Pacific ex Japan,Australia,Consumer Staples,"916,200,000.00",Small,79.66
S3363,UNITED RENEWABLE E TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"1,100,000,000.00",Mid,61.32
S3364,UNITED UTILITIES G ORD GBP0.05,,Western Europe,United Kingdom,Utilities,"7,900,000,000.00",Large,77.49
S3365,UNIVERSAL ENT CORP NPV,UETMF,Japan,Japan,Consumer Discretionary,"1,500,000,000.00",Mid,39.9
S3366,UNIVERSAL ROBINA PHP1,,Asia Pacific ex Japan,Philippines,Consumer Staples,"6,200,000,000.00",Large,22.89
S3367,UNIZYX HLDGS TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"390,000,000.00",Small,74.61
S3368,UOA DEVELOPMENT MYR0.05,UOADF,Asia Pacific ex Japan,Malaysia,Real Estate,"790,800,000.00",Small,27.55
S3369,UOL GROUP LIMITED NPV,,Asia Pacific ex Japan,Singapore,Real Estate,"4,200,000,000.00",Large,25.02
S3370,UPC TECHNOLOGY CO TWD10,,Asia Pacific ex Japan,Taiwan,Materials,"598,300,000.00",Small,15.24
S3371,UPM-KYMMENE CORP NPV,,Western Europe,Finland,Materials,"16,500,000,000.00",Large,51.52
S3372,UPONOR OYJ NPV,,Western Europe,Finland,Industrials,"1,300,000,000.00",Mid,34.96
S3373,URBAN&CIVIC PLC ORD GBP0.20,,Western Europe,United Kingdom,Real Estate,"416,700,000.00",Small,20
S3374,USHIO INC NPV,,Japan,Japan,Industrials,"1,600,000,000.00",Mid,27.15
S3375,USI CORPORATION TWD10,,Asia Pacific ex Japan,Taiwan,Materials,"679,200,000.00",Small,59.38
S3376,USS CO LTD NPV,,Japan,Japan,Consumer Discretionary,"5,800,000,000.00",Large,73.45
S3377,UTD MICRO ELECT TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"13,800,000,000.00",Large,15.92
S3378,UTD O/S BANK NPV,,Asia Pacific ex Japan,Singapore,Financials,"24,200,000,000.00",Large,8.46
S3379,UTD TRACTORS IDR250,,Asia Pacific ex Japan,Indonesia,Energy,"5,700,000,000.00",Large,67.23
S3380,UZABASE INC NPV,,Japan,Japan,Financials,"1,400,000,000.00",Mid,58.16
S3381,V TECHNOLOGY NPV,,Japan,Japan,Information Technology,"456,200,000.00",Small,14.08
S3382,V-CUBE INC NPV,,Japan,Japan,Communication Services,"484,300,000.00",Small,66.88
S3383,VA Q TEC AG NPV,VAQTF,Western Europe,Germany,Industrials,"396,300,000.00",Small,12.45
S3384,VALE INDONESIA TBK IDR25,,Asia Pacific ex Japan,Indonesia,Materials,"2,500,000,000.00",Mid,69.8
S3385,VALEO EUR1,,Western Europe,France,Consumer Discretionary,"7,900,000,000.00",Large,91.37
S3386,VALIANT HOLDING AG CHF0.50 (REGD),VALIF,Western Europe,Switzerland,Financials,"1,300,000,000.00",Mid,85.94
S3387,VALMET OYJ NPV,,Western Europe,Finland,Industrials,"3,800,000,000.00",Large,96.79
S3388,VALNEVA SE EUR0.15,,Western Europe,France,Health Care,"720,500,000.00",Small,101.78
S3389,VALOR HOLDINGS NPV,,Japan,Japan,Consumer Staples,"1,400,000,000.00",Mid,92.16
S3390,VALORA HOLDING CHF1(REGD),MKRMF,Western Europe,Switzerland,Consumer Discretionary,"725,000,000.00",Small,32.71
S3391,VALUE PARTNERS GP HKD0.10,,Asia Pacific ex Japan,Hong Kong,Financials,"816,200,000.00",Small,13.78
S3392,VAN LANSCHOT KEMPE CVA REP CLASS 'A' NPV,,Western Europe,Netherlands,Financials,"778,700,000.00",Small,98.65
S3393,VANGUARD INTL SEMI TWD10,VGILF,Asia Pacific ex Japan,Taiwan,Information Technology,"5,600,000,000.00",Large,103.79
S3394,VARTA AG NPV,VARGF,Western Europe,Germany,Industrials,"5,400,000,000.00",Large,69.57
S3395,VASTNED RETAIL EUR5,,Western Europe,Netherlands,Real Estate,"516,700,000.00",Small,41.73
S3396,VAT GROUP AG CHF0.10 (REGD),,Western Europe,Switzerland,Industrials,"5,900,000,000.00",Large,36.05
S3397,VECTURA GROUP ORD GBP0.000271,,Western Europe,United Kingdom,Health Care,"827,300,000.00",Small,59.53
S3398,VEIDEKKE NOK0.50,,Western Europe,Norway,Industrials,"1,700,000,000.00",Mid,81.4
S3399,VENTURE CORP LTD NPV,,Asia Pacific ex Japan,Singapore,Information Technology,"4,400,000,000.00",Large,18.46
S3400,VEOLIA ENVIRONNEME EUR5,,Western Europe,France,Utilities,"12,600,000,000.00",Large,57.3
S3401,VERALLIA EUR3.38,VRLA:XPAR,Western Europe,France,Materials,"3,200,000,000.00",Mid,81.29
